issue key,projectCategory,created,priority,summary,description,creator,reporter
ZOOKEEPER-2675,ZooKeeper,2017-01-25T11:06:50.000+0000,Trivial,Bump Mockito to version 2,"Current mockito version is 1.8.2, but version 2 brings new improvements while keeping backwards compatibility to jdk6 (branch-3.4) and support partially jdk8. So, this issue is to bring mockito versio",eribeiro,eribeiro
ZOOKEEPER-2674,ZooKeeper,2017-01-24T14:33:25.000+0000,Trivial,Projet-Final,,salem-faraxen,salem-faraxen
ZOOKEEPER-2673,ZooKeeper,2017-01-24T13:27:32.000+0000,Trivial,projet,,salem-faraxen,salem-faraxen
ZOOKEEPER-2672,ZooKeeper,2017-01-23T18:26:33.000+0000,Major,Remove CHANGE.txt,The CHANGE.txt is already not the source of truth of what's changed after we migrating to git - most of the git commits in recent couple of months don't update CHANGE.txt. The option of updating CHANG,hanm,hanm
ZOOKEEPER-2671,ZooKeeper,2017-01-23T03:59:45.000+0000,Major,Fix compilation error in branch-3.4,branch-3.4 code compilation is failing. Following are the compilation erros:{code}compile-test:    [mkdir] Created dir: D:\gitHome\zookeeperTrunk\build\test\classes    [javac] Compiling 146 source fil,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2670,ZooKeeper,2017-01-19T19:32:46.000+0000,Major,CLONE - Connections fo ZooKeeper server becomes slow over time with native GSSAPI,ZooKeeper server becomes slow over time when native GSSAPI is used. The connection to the server starts taking upto 10 seconds.This is happening with ZooKeeper-3.4.6 and is fairly reproducible.Debug l,fittey,fittey
ZOOKEEPER-2669,ZooKeeper,2017-01-19T11:30:37.000+0000,Major,follower failed to  reconnect to leader after a network error,"We have a zookeeper cluster with 3 nodes named s1, s2, s3By mistake, we shut down the ethernet interface of s2, and zk follower  shut down(zk process remains there)Later, after ethernet up again, s2 f",fjcyue,fjcyue
ZOOKEEPER-2668,ZooKeeper,2017-01-18T22:55:48.000+0000,Major,Remove reference to requireClientAuthScheme from https://cwiki.apache.org/confluence/display/ZOOKEEPER/Client-Server+mutual+authentication,I was trying to see if ZK can be configured to always do client authentication (globally and not per znode). I came across this https://cwiki.apache.org/confluence/display/ZOOKEEPER/Client-Server+mutu,devaraj,devaraj
ZOOKEEPER-2667,ZooKeeper,2017-01-17T11:35:17.000+0000,Major,NPE in the patch for ZOOKEEPER-2139 when multiple connections are made,"ZOOKEEPER-2139 added support for connecting to multiple ZK services, but this also introduced a bug that causes a cryptic NPE. The client sees the below sort of error messages:{noformat}Exception whil",haridsv,haridsv
ZOOKEEPER-2666,ZooKeeper,2017-01-16T05:51:25.000+0000,Major,the watch function called many times when it should be called once,"We have a service A, which has 2 instances A1 and A2. We also have another 2 services, B and C. B has 2 instances B1 and B2. C has 2 instances C1 and C2.A1 and A2 both register child watch for B and C",tekpig,tekpig
ZOOKEEPER-2665,ZooKeeper,2017-01-14T17:34:03.000+0000,Major,Port QA github pull request build to branch 3.4 and 3.5,"We have QA build for pull requests against master but not against branches 3.4 and 3.5. We need to port the necessary wiring to do it, it shouldn't be difficult.",fpj,fpj
ZOOKEEPER-2664,ZooKeeper,2017-01-13T10:04:38.000+0000,Major,"ClientPortBindTest#testBindByAddress may fail due to ""No such device"" exception","Saw the following in a recent run:{code}Stacktracejava.net.SocketException: No such device	at java.net.NetworkInterface.isLoopback0(Native Method)	at java.net.NetworkInterface.isLoopback(NetworkInterf",yuzhihong@gmail.com,yuzhihong@gmail.com
ZOOKEEPER-2663,ZooKeeper,2017-01-11T13:41:07.000+0000,Major,"Enable remote jmx, zkCli.sh start failed with jmx communication error","My laptop is Macbook Pro with macOS Sierra (IP: 192.168.2.102). An VM (IP: 192.168.2.107) is running on VirtualBox.Deploy zookeeper-3.4.9 on VM, enable the remote JMX with option:-Dcom.sun.management.",linbo,linbo
ZOOKEEPER-2662,ZooKeeper,2017-01-11T02:08:26.000+0000,Major,Export a metric for txn log sync times,In FileTxnLog there is code that records the amount of time required to fsync the txn log in order to warn if that time exceeds a configurable threshold. This information should also be exported as a ,apurtell,apurtell
ZOOKEEPER-2661,ZooKeeper,2017-01-10T11:20:55.000+0000,Major,It costs about 5055 ms to create Zookeeper object for the first time.,I create and close ZooKeeper for 10 times.  It costs about 5055 ms for the first time.See attached files for some test code and output.,Yaohui,Yaohui
ZOOKEEPER-2660,ZooKeeper,2017-01-07T13:14:34.000+0000,Major,"acceptedEpoch and currentEpoch data inconsistency, ZK process can not start!","1. currentEpoch is bigger than acceptedEpoch, ZK will throw IOException when start loadDataBase.2. function bug. In function setAcceptedEpoch and setCurrentEpoch, it is modify memory variable first, t",Yongcheng,Yongcheng
ZOOKEEPER-2659,ZooKeeper,2017-01-06T19:37:01.000+0000,Minor,Use log4j2 as a logging framework as log4j 1.X is now deprecated,Zookeeper currently uses {{log4j 1.X}} as the default logging framework. {{log4j 1.X}} is now deprecated http://logging.apache.org/log4j/1.2/This ticket is to track efforts to move zookeeper to {{log4,praste,praste
ZOOKEEPER-2658,ZooKeeper,2017-01-03T17:35:35.000+0000,Critical,Trunk / branch-3.5 build broken.,https://builds.apache.org/job/ZooKeeper-trunk-openjdk7/https://builds.apache.org/job/ZooKeeper_branch35_openjdk7/The trunk build is broken for over two weeks. It is likely caused by Infrastructure iss,hanm,hanm
ZOOKEEPER-2657,ZooKeeper,2016-12-29T10:07:30.000+0000,Major,Using zookeeper without SASL causes error logging,We are using Kafka which uses zookeeper. But we are not using SASL. So we keep on getting {noformat}CRITICAL: Found 32 lines (limit=1/1): (1) 2016-12-16 07:02:14.780 [INFO ] [r] org.apache.zookeeper.C,anshbansal,anshbansal
ZOOKEEPER-2656,ZooKeeper,2016-12-23T04:21:21.000+0000,Major,Fix ServerConfigTest#testValidArguments test case failures,This jira to fix ServerConfigTest#testValidArguments test case failure. Reference: https://builds.apache.org/job/ZooKeeper-trunk/3207/testReport/org.apache.zookeeper/ServerConfigTest/testValidArgument,rakeshr,rakeshr
ZOOKEEPER-2655,ZooKeeper,2016-12-22T18:34:32.000+0000,Minor,Improve NIOServerCnxn#isZKServerRunning to reflect the semantics correctly,"This jira to improve the semantics of the following internal functions to make it more readable:# {{NIOServerCnxn#isZKServerRunning()}} => return true if the server is running, false otherwise.# {{Abs",rakeshr,rakeshr
ZOOKEEPER-2654,ZooKeeper,2016-12-22T17:40:31.000+0000,Major,Support Fedora 25: use pkg-config instead of obsolete M4 macros,While compiling Bigtop on Fedora 25 we found that there is an issue with the autoconf detection of cppunit: See BIGTOP-2642 for error.Some background regarding the issue can be found here: https://bug,oflebbe,oflebbe
ZOOKEEPER-2653,ZooKeeper,2016-12-22T17:03:20.000+0000,Major,epoch files do not match snapshots and logs,"Hi all.After shutting zk down and upgrading to centos 7, ZK would not start with exceptionRemoving file: Dec 19, 2016 10:55:08 PM /hedvig/hpod/log/version-2/log.300ee0308Removing file: Dec 19, 2016 7:",lasaro,lasaro
ZOOKEEPER-2652,ZooKeeper,2016-12-22T06:15:38.000+0000,Major,Fix HierarchicalQuorumTest.java,"The commit of ZOOKEEPER-2479 has introduced a compilation error(due to diamond operator usage) in {{branch-3.4}}, which uses {{JDK 1.6}}",rakeshr,rakeshr
ZOOKEEPER-2651,ZooKeeper,2016-12-22T01:47:27.000+0000,Major,Missing src/pom.template in release,"Trying to build downstream in Fedora, and discovered that the 3.4.9 release tarball is missing the {{src/pom.template}} file. It is present in the {{release-3.4.9}} tag, so I grabbed it from there to ",ctubbsii,ctubbsii
ZOOKEEPER-2650,ZooKeeper,2016-12-21T15:11:30.000+0000,Major,Test Improvement by adding more QuorumPeer Auth related test cases,This jira to add more test cases to the ZOOKEEPER-1045 feature.Cases:-1) Ensemble with auth enabled Observer.2) Connecting non-auth Observer to auth enabled quorum.3) Quorum re-election with auth enab,rakeshr,rakeshr
ZOOKEEPER-2649,ZooKeeper,2016-12-19T15:30:32.000+0000,Trivial,The ZooKeeper do not write in log session ID in which the client has been authenticated.,"The ZooKeeper do not write in log session ID in which the client has been authenticated. This occurs for digest and for SASL authentications:bq. 2016-12-09 15:46:34,808 [myid:] - INFO  [SyncThread:0:Z",alzhou,alzhou
ZOOKEEPER-2648,ZooKeeper,2016-12-18T18:05:05.000+0000,Major,Container node never gets deleted if it never had children,"If a client creates a Container node, but does not also create a child within that Container, the Container will never be deleted. This may seem like a bug in the client for not subsequently creating ",Hadriel,Hadriel
ZOOKEEPER-2647,ZooKeeper,2016-12-16T11:33:43.000+0000,Blocker,Fix TestReconfigServer.cc,The commit of ZOOKEEPER-761 has introduced a compilation error in one of the test cases. It is a pretty straightforward fix.,fpj,fpj
ZOOKEEPER-2646,ZooKeeper,2016-12-15T22:22:48.000+0000,Major,Java target in branch 3.4 doesn't match documentation ,Need to update build.xml 1.5->1.6.,fpj,fpj
ZOOKEEPER-2645,ZooKeeper,2016-12-15T07:36:40.000+0000,Major,If embedded QuorumPeerMain is started with Properties no backupOldConfig should be done,When starting an embedded _QuorumPeerMain_ by executing the _runFromConfig()_ and providing _QuorumPeerConfig_ properties:{code}standaloneEnabled=falseinitLimit=5syncLimit=2clientPort=4101server.1=nlb,tpijl,tpijl
ZOOKEEPER-2644,ZooKeeper,2016-12-12T14:21:41.000+0000,Minor,contrib/rest does not include rest.sh when packaged,contrib/rest does not include rest.sh when packaged. I propose to add rest.sh into tar.gz that it make ZooKeeper REST easier to use.,minoru,minoru
ZOOKEEPER-2643,ZooKeeper,2016-12-09T18:47:42.000+0000,Major,Configurable SSLContext,"Being able to configure the SSLContext in X509Util.java, ZKConfig.java and NettyServerCnxnFactory.java would add flexibility to use cipher suites other than TLSv1.",ggoddard,ggoddard
ZOOKEEPER-2642,ZooKeeper,2016-12-07T11:23:24.000+0000,Blocker,ZooKeeper reconfig API backward compatibility fix,"ZOOKEEPER-2014 moved the reconfig() methods into a new class, ZooKeeperAdmin. It appears this was done to document that these are methods have access restrictions. However, this change breaks Apache C",randgalt,randgalt
ZOOKEEPER-2641,ZooKeeper,2016-12-05T04:57:55.000+0000,Minor,AvgRequestLatency improvements,I posted a thread on the mailing list about finding AvgRequestLatency metric to be 0 all the time. I believe this is a valuable metric because it is useful to baseline performance of ZK and know when ,allenmchan,allenmchan
ZOOKEEPER-2640,ZooKeeper,2016-12-05T00:25:15.000+0000,Major,fix test coverage for single threaded C-API,the tests for the C-API are mostly for the multithreaded API. we need to get better coverage for the single threaded API.,breed,breed
ZOOKEEPER-2639,ZooKeeper,2016-11-30T06:04:21.000+0000,Critical,Port Quorum Peer mutual authentication feature to branch-3.5 and trunk,ZooKeeper server-server mutual authentication is implemented in {{branch-3.4}} using ZOOKEEPER-1045 jira. The feature code is not directly portable to other branches due to code difference. This jira ,rakeshr,rakeshr
ZOOKEEPER-2638,ZooKeeper,2016-11-29T23:34:46.000+0000,Major,ZooKeeper should log which serverCnxnFactory is used during startup,,abrahamfine,abrahamfine
ZOOKEEPER-2637,ZooKeeper,2016-11-28T13:26:11.000+0000,Major,NettyNettySuiteHammerTest  and NettyNettySuiteTest failures,"I am getting test failures related to Netty:[junit] Running org.apache.zookeeper.test.NettyNettySuiteHammerTest[junit] Running org.apache.zookeeper.test.NettyNettySuiteHammerTest[junit] Tests run: 1, ",amita-persistent,amita-persistent
ZOOKEEPER-2636,ZooKeeper,2016-11-24T21:28:56.000+0000,Blocker,Fix C build break.,"C client build is broken after ZOOKEEPER-2628 is merged in. After a little debug, I find out that the build is broken because the zookeeper.jute.h and zookeeper.jute.c are not completely generated. * ",hanm,hanm
ZOOKEEPER-2635,ZooKeeper,2016-11-24T16:38:59.000+0000,Blocker,Regenerate documentation,"Some recent commits did not regenerate the documentation even though they had documentation changes, we need to do it before releasing.",fpj,fpj
ZOOKEEPER-2634,ZooKeeper,2016-11-20T13:01:01.000+0000,Major,null data in zknode data,"We can create zk node with null data as given bellow.ZkConnect connector = new ZkConnect();ZooKeeper zk = connector.connect(""host:port"");String newNode = ""/nayeemDate3"";String strdata = String.valueOf",nayeemsmd,nayeemsmd
ZOOKEEPER-2633,ZooKeeper,2016-11-17T11:11:50.000+0000,Minor,Build failure in contrib/zkfuse with gcc 6.x,"The build in contrib/zkfuse fails with{noformat}make(CDPATH=""${ZSH_VERSION+.}:"" && cd . && /bin/sh /home/raghu/zookeeper/src/contrib/zkfuse/missing autoheader)rm -f stamp-h1touch config.h.incd . && /b",rprabhu,rprabhu
ZOOKEEPER-2632,ZooKeeper,2016-11-14T21:28:49.000+0000,Trivial,Add option to inform JIRA_PASSWORD at CLI prompt ,"Adds the option to prompt for the JIRA password if JIRA_USERNAME is set, but JIRA_PASSWORD is not. Also, asks if the user wants to continue the merge process if the python jira lib is not installed.",eribeiro,eribeiro
ZOOKEEPER-2631,ZooKeeper,2016-11-11T14:11:50.000+0000,Major,Make issue extraction in the git pull request script more robust,"The QA build is failing for some pull requests because the issue title isn't following the expected format. The issue extraction right now is a bit fragile, so this is to fix the issue.",fpj,fpj
ZOOKEEPER-2630,ZooKeeper,2016-11-10T17:19:52.000+0000,Trivial,Use interface type instead of implementation type when appropriate.,"There are a couple of places in code base where we declare a field / variable as implementation type (i.e. HashMap, HashSet) instead of interface type (i.e. Map, Set), while in other places we do the ",hanm,hanm
ZOOKEEPER-2629,ZooKeeper,2016-11-06T19:16:31.000+0000,Minor,Clean up git pull request QA script,"We have introduced a script for QA of pull requests on github in ZOOKEEPER-2624. There is some cleanup left to do on the script, e.g., indentation, consistency of brackets, etc. This jira to do this c",fpj,fpj
ZOOKEEPER-2628,ZooKeeper,2016-11-05T00:49:49.000+0000,Major,Investigate and fix findbug warnings,"Findbug tool used by Jenkins bot is upgraded to 3.0.1 from 2.0.3 according to Infra team, and this leads to 20 new warnings produced by findbug. The warning reports can be found on [pre commit builds|",hanm,hanm
ZOOKEEPER-2627,ZooKeeper,2016-11-03T20:52:30.000+0000,Major,Remove ZRWSERVERFOUND from C client and replace handle_error with something more semantically explicit for r/w server reconnect.,"While working on ZOOKEEPER-2014, I noticed a discrepancy between Java and C client regarding the error codes definition. There is a {noformat}ZRWSERVERFOUND = -122{noformat} definition in C client whi",hanm,hanm
